Name,Location,Year,Kilometers_Driven,Owner_Type,Engine,Power,Seats,Price_Lakhs,Mileage_kmpl,Mileage_kmkg,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Current_Age,Price_Per_Year
Hyundai Grand i10 Sportz,Chennai,2015,15000,First,1197.0,82.0,5.0,4.9,18.9,13.0,False,True,True,10,0.49000000000000005
Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,First,1396.0,90.0,5.0,4.5,23.0,13.0,False,False,True,11,0.4090909090909091
Renault KWID RXT,Jaipur,2016,12500,First,799.0,53.3,5.0,3.0,25.17,13.0,False,True,True,9,0.3333333333333333
Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,First,1197.0,82.0,5.0,5.8,16.9,13.0,False,True,False,10,0.58
Volkswagen Vento Petrol Highline,Pune,2011,54211,First,1598.0,103.6,5.0,3.33,15.04,13.0,False,True,True,14,0.23785714285714285
Chevrolet Cruze LTZ AT,Kochi,2015,62242,First,1998.0,163.7,5.0,6.62,14.39,13.0,False,False,False,10,0.662
Nissan Terrano XL 110 PS,Mumbai,2015,54000,Second,1461.0,108.5,5.0,5.75,19.01,13.0,False,False,True,10,0.575
Hyundai Verna 1.6 SX,Hyderabad,2012,65000,First,1582.0,126.32,5.0,6.2,22.32,13.0,False,False,True,13,0.47692307692307695
Maruti Celerio VXI AMT,Chennai,2015,55000,First,998.0,67.04,5.0,3.5,23.1,13.0,False,True,False,10,0.35
Maruti Wagon R LXI,Pune,2010,71000,First,998.0,67.1,5.0,2.0,18.9,13.0,False,True,True,15,0.13333333333333333
Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,First,1396.0,88.8,5.0,4.0,21.9,13.0,False,False,True,13,0.3076923076923077
Audi A4 1.8 TFSI,Mumbai,2011,53000,First,1781.0,163.2,5.0,9.5,12.3,13.0,False,True,False,14,0.6785714285714286
BMW X1 sDrive20d,Mumbai,2013,43000,First,1995.0,184.0,5.0,17.5,17.05,13.0,False,False,False,12,1.4583333333333333
Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,54000,First,1598.0,103.52,5.0,6.11,14.3,13.0,False,True,False,10,0.611
Hyundai i10 Magna,Ahmedabad,2014,51000,First,1197.0,78.9,5.0,3.75,20.36,13.0,False,True,True,11,0.3409090909090909
Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,78000,Second,2835.0,107.2,6.0,6.2,10.5,13.0,False,False,True,18,0.34444444444444444
Honda City i DTEC SV,Mumbai,2014,25000,First,1498.0,98.6,5.0,6.15,26.0,13.0,False,False,True,11,0.5590909090909091
Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,First,998.0,67.1,5.0,2.4,20.92,13.0,False,True,True,13,0.1846153846153846
Maruti Swift Ldi BSIII,Pune,2009,80000,Fourth & Above,1248.0,75.0,5.0,2.15,17.8,13.0,False,False,True,16,0.134375
Hyundai Grand i10 Magna,Kolkata,2016,21000,First,1197.0,82.0,5.0,3.75,18.9,13.0,False,True,True,9,0.4166666666666667
Ford Figo Petrol ZXI,Mumbai,2011,32000,Second,1196.0,70.0,5.0,2.15,15.6,13.0,False,True,True,14,0.15357142857142855
Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,First,1197.0,81.86,5.0,4.75,18.9,13.0,False,True,True,10,0.475
Maruti SX4 Vxi BSIV,Mumbai,2010,47500,First,1586.0,103.3,5.0,2.45,15.5,13.0,False,True,True,15,0.16333333333333336
Honda City i-VTEC VX,Mumbai,2017,7500,First,1497.0,117.3,5.0,11.15,17.4,13.0,False,True,True,8,1.39375
Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,First,1461.0,108.45,5.0,8.9,19.6,13.0,False,False,False,9,0.9888888888888889
Honda Amaze S i-Dtech,Ahmedabad,2014,61000,First,1498.0,98.6,5.0,4.35,25.8,13.0,False,False,True,11,0.39545454545454545
Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,Second,2494.0,100.6,7.0,12.0,12.99,13.0,False,False,True,10,1.2
BMW 3 Series 320d Highline,Mumbai,2009,61500,Second,1995.0,181.0,5.0,8.5,16.07,13.0,False,False,False,16,0.53125
Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,First,1086.0,68.05,5.0,4.27,19.81,13.0,False,True,True,8,0.53375
Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Second,1461.0,83.8,5.0,4.25,20.45,13.0,False,False,True,13,0.3269230769230769
Mitsubishi Outlander 2.4,Bangalore,2010,39525,First,2360.0,170.0,5.0,9.25,11.3,13.0,False,True,False,15,0.6166666666666667
Maruti Vitara Brezza LDi,Kochi,2017,35384,First,1248.0,88.5,5.0,8.61,24.3,13.0,False,False,True,8,1.07625
Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,46000,First,2987.0,261.0,7.0,28.0,11.8,13.0,False,False,False,15,1.8666666666666667
Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,First,1498.0,98.96,5.0,9.25,23.0,13.0,False,False,True,7,1.3214285714285714
Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,27000,First,1582.0,126.2,5.0,8.6,19.08,13.0,False,False,False,9,0.9555555555555555
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,22734,First,1198.0,74.0,5.0,7.53,16.47,13.0,False,True,True,7,1.0757142857142858
Renault Duster 110PS Diesel RxL,Mumbai,2014,58002,First,1461.0,108.45,5.0,5.75,19.64,13.0,False,False,True,11,0.5227272727272727
Honda Brio S Option AT,Chennai,2012,31500,First,1198.0,86.8,5.0,4.15,16.5,13.0,False,True,False,13,0.31923076923076926
Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,30933,First,1196.0,86.8,5.0,5.84,18.16,13.0,False,True,True,8,0.73
Audi A6 2.0 TDI Design Edition,Kolkata,2012,27090,First,1968.0,187.74,5.0,16.5,18.53,13.0,False,False,False,13,1.2692307692307692
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,First,2993.0,258.0,7.0,43.0,15.97,13.0,False,False,False,10,4.3
Hyundai i10 Sportz Option,Pune,2013,45000,First,1197.0,78.9,5.0,3.55,20.36,13.0,False,True,True,12,0.29583333333333334
Hyundai i20 1.2 Asta Option,Hyderabad,2018,11691,First,1197.0,81.83,5.0,8.9,18.6,13.0,False,True,True,7,1.2714285714285716
Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,121000,Second,1896.0,90.0,5.0,2.5,16.4,13.0,False,False,True,19,0.13157894736842105
Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,118077,First,1493.0,110.0,5.0,3.85,16.2,13.0,False,False,True,15,0.25666666666666665
Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,36300,Third,1591.0,121.4,5.0,7.5,17.1,13.0,False,True,False,13,0.5769230769230769
Hyundai Getz GVS,Mumbai,2005,90000,Second,1341.0,61.0,5.0,1.8,15.3,13.0,False,True,True,20,0.09
Ford Figo Diesel EXI,Chennai,2010,78000,First,1399.0,68.0,5.0,2.25,20.0,13.0,False,False,True,15,0.15
Audi A6 2011-2015 35 TDI Technology,Mumbai,2015,42000,First,1968.0,174.33,5.0,24.25,17.68,13.0,False,False,False,10,2.425
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,27000,First,1198.0,74.0,5.0,4.35,16.47,13.0,False,True,True,10,0.43499999999999994
BMW X1 sDrive20d,Kolkata,2012,22000,First,1995.0,184.0,5.0,11.5,17.05,13.0,False,False,False,13,0.8846153846153846
Honda City i VTEC SV,Kolkata,2014,49000,First,1497.0,117.3,5.0,4.75,17.4,13.0,False,True,True,11,0.4318181818181818
Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,First,1396.0,90.0,5.0,4.99,23.0,13.0,False,False,True,13,0.38384615384615384
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,12794,First,1199.0,88.7,5.0,9.15,19.0,13.0,False,True,False,7,1.3071428571428572
Maruti Swift 1.3 VXi,Jaipur,2006,125000,Fourth & Above,1497.0,98.6,5.0,2.35,16.1,13.0,False,True,True,19,0.1236842105263158
Honda CR-V 2.4 AT,Hyderabad,2014,88046,First,2354.0,152.0,5.0,13.99,10.1,13.0,False,True,False,11,1.2718181818181817
Mercedes-Benz A Class A180 CDI,Bangalore,2014,8000,Second,2143.0,107.3,5.0,19.75,20.0,13.0,False,False,False,11,1.7954545454545454
Mahindra XUV500 AT W10 AWD,Coimbatore,2018,82739,First,2179.0,140.0,7.0,16.77,16.0,13.0,False,False,False,7,2.3957142857142855
Mahindra Bolero SLX 2WD,Bangalore,2006,193000,Third,2523.0,63.0,7.0,2.5,13.6,13.0,False,False,True,19,0.13157894736842105
Renault Scala RxL AT,Mumbai,2013,7000,First,1498.0,99.6,5.0,3.65,17.97,13.0,False,True,False,12,0.30416666666666664
Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,60000,Second,2179.0,187.74,5.0,23.5,12.35,13.0,False,False,False,13,1.8076923076923077
Maruti Alto 800 VXI,Pune,2017,38000,First,796.0,47.3,5.0,3.11,22.74,13.0,False,True,True,8,0.38875
Toyota Etios G,Kochi,2013,56344,First,1496.0,88.73,5.0,4.57,17.6,13.0,False,True,True,12,0.38083333333333336
Hyundai i20 Sportz Option,Mumbai,2014,17858,First,1197.0,80.0,5.0,5.32,17.0,13.0,False,True,True,11,0.48363636363636364
Hyundai i10 Sportz,Hyderabad,2012,53000,First,1197.0,78.9,5.0,3.2,20.36,13.0,False,True,True,13,0.24615384615384617
Maruti Swift VDI BSIV,Kochi,2016,67906,First,1248.0,74.0,5.0,5.63,25.2,13.0,False,False,True,9,0.6255555555555555
Hyundai EON Magna Plus,Hyderabad,2015,19000,First,814.0,55.2,5.0,3.0,21.1,13.0,False,True,True,10,0.3
BMW 3 Series 320d,Mumbai,2010,67000,Second,1995.0,190.0,5.0,9.25,22.69,13.0,False,False,False,15,0.6166666666666667
Tata Indigo XL Classic Dicor,Delhi,2011,80000,First,1396.0,70.0,5.0,1.2,23.57,13.0,False,False,True,14,0.08571428571428572
Maruti Alto 800 LXI,Delhi,2015,61000,First,796.0,47.3,5.0,2.15,22.74,13.0,False,True,True,10,0.215
Volkswagen Polo Diesel Highline 1.2L,Pune,2010,39000,First,1199.0,73.9,5.0,3.05,22.07,13.0,False,False,True,15,0.2033333333333333
Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,First,1798.0,138.03,5.0,11.5,14.28,13.0,False,True,False,11,1.0454545454545454
Hyundai Santro Xing GLS,Hyderabad,2008,80931,First,1086.0,62.1,5.0,2.3,17.92,13.0,False,True,True,17,0.13529411764705881
Maruti Swift ZXI,Kolkata,2016,34000,First,1197.0,81.8,5.0,4.95,20.4,13.0,False,True,True,9,0.55
Renault Scala Diesel RxL,Hyderabad,2013,130000,First,1461.0,84.8,5.0,4.75,21.64,13.0,False,False,True,12,0.3958333333333333
Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,First,1248.0,88.5,5.0,10.15,24.3,13.0,False,False,True,7,1.45
Nissan Micra XV,Kolkata,2011,44000,First,1198.0,75.0,5.0,2.65,18.06,13.0,False,True,True,14,0.18928571428571428
Ford Figo Diesel EXI,Hyderabad,2015,84000,First,1399.0,68.05,5.0,3.8,20.0,13.0,False,False,True,10,0.38
Honda CR-V 2.0 AT,Kochi,2017,41697,First,1997.0,141.1,5.0,16.68,13.1,13.0,False,True,False,8,2.085
Nissan Terrano XV 110 PS,Pune,2014,163000,First,1461.0,108.5,5.0,5.0,19.01,13.0,False,False,True,11,0.45454545454545453
Toyota Etios Liva 1.2 G,Chennai,2011,42000,Second,1197.0,78.9,5.0,3.75,17.71,13.0,False,True,True,14,0.26785714285714285
Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,129000,Third,1396.0,88.76,5.0,4.11,21.27,13.0,False,False,True,12,0.3425
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,32200,Second,1196.0,86.8,5.0,4.25,18.16,13.0,False,True,True,10,0.425
Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,2004,129000,First,2835.0,107.2,6.0,3.45,10.5,13.0,False,False,True,21,0.16428571428571428
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,40000,First,1968.0,174.33,5.0,22.5,17.11,13.0,False,False,False,11,2.0454545454545454
Toyota Innova 2.0 E,Delhi,2006,150000,First,1998.0,132.0,8.0,4.5,12.4,13.0,False,True,True,19,0.23684210526315788
Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,140000,First,1150.0,74.9,5.0,0.9,15.26,13.0,False,True,True,18,0.05
Hyundai Getz GLS,Hyderabad,2006,63181,First,1341.0,83.0,5.0,1.85,15.3,13.0,False,True,True,19,0.09736842105263159
Honda Amaze S i-Dtech,Kolkata,2013,39575,First,1498.0,98.6,5.0,3.25,25.8,13.0,False,False,True,12,0.2708333333333333
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,First,1498.0,89.84,5.0,7.34,22.7,13.0,False,False,True,11,0.6672727272727272
Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,26256,First,1498.0,88.5,5.0,4.25,20.14,13.0,False,False,True,10,0.425
Hyundai Elite i20 Petrol Sportz,Delhi,2016,13460,First,1197.0,81.86,5.0,6.45,18.6,13.0,False,True,True,9,0.7166666666666667
Toyota Innova 2.5 V Diesel 8-seater,Chennai,2011,122000,Second,2494.0,102.0,8.0,10.75,12.8,13.0,False,False,True,14,0.7678571428571429
Mercedes-Benz M-Class ML 250 CDI,Kolkata,2015,58589,First,2143.0,203.2,5.0,27.75,15.26,13.0,False,False,False,10,2.775
Maruti Wagon R LX BSIII,Jaipur,2005,115000,Second,1061.0,64.0,5.0,0.99,17.3,13.0,False,True,True,20,0.0495
Ford Endeavour 2.2 Trend AT 4X2,Pune,2016,75000,First,2198.0,158.0,7.0,24.0,12.62,13.0,False,False,False,9,2.6666666666666665
Hyundai Elite i20 Petrol Sportz,Jaipur,2016,30292,First,1197.0,81.86,5.0,6.1,18.6,13.0,False,True,True,9,0.6777777777777777
Honda WRV i-VTEC VX,Ahmedabad,2017,32248,First,1199.0,88.7,5.0,8.25,17.5,13.0,False,True,True,8,1.03125
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,74000,First,1198.0,73.9,5.0,4.65,16.47,13.0,False,True,True,12,0.3875
Honda CR-V 2.0L 2WD MT,Mumbai,2014,56100,First,1997.0,153.86,5.0,9.75,13.7,13.0,False,True,True,11,0.8863636363636364
Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,First,1197.0,81.86,5.0,4.4,18.9,13.0,False,True,True,11,0.4
Maruti Swift Dzire VXI,Kolkata,2014,33000,First,1197.0,85.8,5.0,3.99,19.1,13.0,False,True,True,11,0.36272727272727273
BMW 5 Series 2003-2012 530d,Coimbatore,2016,18090,First,2993.0,258.0,5.0,45.73,16.2,13.0,False,False,False,9,5.0811111111111105
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390,First,1498.0,89.84,5.0,5.27,22.7,13.0,False,False,True,11,0.47909090909090907
Honda City i DTec V,Ahmedabad,2016,67000,First,1498.0,98.6,5.0,7.25,26.0,13.0,False,False,True,9,0.8055555555555556
Tata Indigo LS,Chennai,2008,99000,Second,1405.0,70.0,5.0,1.6,17.0,13.0,False,False,True,17,0.09411764705882353
Renault Duster 110PS Diesel RxL,Pune,2014,142000,Second,1461.0,108.45,5.0,6.0,19.01,13.0,False,False,True,11,0.5454545454545454
Hyundai i10 Sportz,Chennai,2010,26966,First,1197.0,78.9,5.0,3.0,20.36,13.0,False,True,True,15,0.2
Honda Jazz 1.2 SV i VTEC,Mumbai,2015,27628,First,1199.0,88.7,5.0,4.95,18.7,13.0,False,True,True,10,0.495
Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,82497,First,1248.0,88.5,5.0,8.99,23.65,13.0,False,False,True,9,0.9988888888888889
Honda Accord VTi-L MT,Mumbai,2007,86000,Third,2354.0,144.0,5.0,1.85,11.9,13.0,False,True,True,18,0.10277777777777779
Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,26981,First,1198.0,73.9,5.0,6.16,16.47,13.0,False,True,True,9,0.6844444444444444
Maruti Ritz VDi,Hyderabad,2010,110471,First,1248.0,73.9,5.0,3.5,21.1,13.0,False,False,True,15,0.23333333333333334
Honda Amaze S Petrol,Jaipur,2014,69000,First,1199.0,88.76,5.0,4.5,19.5,13.0,False,True,True,11,0.4090909090909091
Hyundai i20 1.2 Asta Option,Hyderabad,2017,12000,First,1197.0,81.83,5.0,7.75,18.6,13.0,False,True,True,8,0.96875
Renault Duster 85PS Diesel RxL,Hyderabad,2014,77500,First,1461.0,83.8,5.0,6.6,20.45,13.0,False,False,True,11,0.6
Hyundai Grand i10 Magna,Kochi,2014,48031,First,1197.0,82.0,5.0,4.98,18.9,13.0,False,True,True,11,0.45272727272727276
BMW 3 Series 320d Highline,Chennai,2008,170000,Third,1995.0,181.0,5.0,9.75,16.07,13.0,False,False,False,17,0.5735294117647058
Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,69565,First,1498.0,89.84,5.0,5.55,22.7,13.0,False,False,True,11,0.5045454545454545
Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,45492,First,1498.0,108.5,5.0,10.3,21.5,13.0,False,False,False,9,1.1444444444444446
Honda Accord 2.4 AT,Chennai,2011,85000,Second,2354.0,177.6,5.0,7.5,11.7,13.0,False,True,False,14,0.5357142857142857
Chevrolet Aveo 1.4,Hyderabad,2008,55902,First,1399.0,92.7,5.0,1.8,14.49,13.0,False,True,True,17,0.10588235294117647
Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,18500,First,1199.0,74.0,5.0,6.25,16.2,13.0,False,True,True,8,0.78125
Mahindra Xylo D4 BS III,Hyderabad,2015,129750,Second,2489.0,93.7,7.0,6.8,14.95,13.0,False,False,True,10,0.6799999999999999
Hyundai i10 Magna AT,Hyderabad,2009,50902,First,1197.0,80.0,5.0,3.0,19.2,13.0,False,True,False,16,0.1875
Mahindra XUV500 W8 4WD,Coimbatore,2015,84725,First,2179.0,140.0,7.0,11.6,15.1,13.0,False,False,True,10,1.16
Hyundai Elantra CRDi SX,Mumbai,2013,40000,Second,1582.0,126.24,5.0,6.95,22.7,13.0,False,False,True,12,0.5791666666666667
Volkswagen Passat 1.8 TSI MT,Mumbai,2010,60000,Third,1798.0,160.0,5.0,3.5,14.3,13.0,False,True,True,15,0.23333333333333334
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496,First,1197.0,81.86,5.0,5.5,18.9,13.0,False,True,True,11,0.5
Hyundai i20 Asta Option 1.2,Mumbai,2015,25000,First,1197.0,81.83,5.0,5.65,18.6,13.0,False,True,True,10,0.5650000000000001
Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,71000,First,1248.0,73.8,8.0,3.25,18.2,13.0,False,False,True,12,0.2708333333333333
Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Coimbatore,2015,20826,First,1598.0,103.6,5.0,7.72,14.3,13.0,False,True,False,10,0.772
Hyundai Creta 1.6 CRDi SX,Pune,2016,42244,First,1582.0,126.2,5.0,12.0,19.67,13.0,False,False,True,9,1.3333333333333333
Chevrolet Beat Diesel PS,Jaipur,2013,98598,First,936.0,57.6,5.0,1.55,25.44,13.0,False,False,True,12,0.12916666666666668
Toyota Fortuner 3.0 Diesel,Delhi,2011,62100,First,2982.0,171.0,7.0,10.75,11.5,13.0,False,False,True,14,0.7678571428571429
Hyundai i20 Sportz Option 1.2,Coimbatore,2016,44238,First,1197.0,81.83,5.0,6.72,18.6,13.0,False,True,True,9,0.7466666666666666
Audi Q7 3.0 TDI quattro,Coimbatore,2012,91743,First,2967.0,241.4,7.0,28.55,12.07,13.0,False,False,False,13,2.1961538461538463
Porsche Panamera Diesel,Bangalore,2013,19828,Second,2967.0,300.0,4.0,75.0,17.85,13.0,False,False,False,12,6.25
Honda City i VTEC VX,Hyderabad,2016,36891,First,1497.0,117.3,5.0,10.49,17.8,13.0,False,True,True,9,1.1655555555555557
Mahindra Quanto C4,Hyderabad,2012,90049,First,1493.0,100.0,7.0,3.8,17.21,13.0,False,False,True,13,0.29230769230769227
Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,74002,First,1968.0,140.0,5.0,18.5,16.55,13.0,False,False,False,13,1.4230769230769231
Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,41000,First,2359.0,198.25,5.0,6.0,12.37,13.0,False,True,False,12,0.5
Hyundai Verna 1.6 SX,Hyderabad,2012,83678,First,1582.0,126.32,5.0,5.5,22.32,13.0,False,False,True,13,0.4230769230769231
Maruti Wagon R LXI BS IV,Pune,2010,91000,First,998.0,67.1,5.0,2.3,18.9,13.0,False,True,True,15,0.15333333333333332
Maruti Ertiga SHVS ZDI Plus,Jaipur,2016,50000,First,1248.0,88.5,7.0,8.7,24.52,13.0,False,False,True,9,0.9666666666666666
Hyundai Xcent 1.1 CRDi S Option,Delhi,2015,58000,First,1120.0,71.01,5.0,4.95,24.4,13.0,False,False,True,10,0.495
Maruti Swift VDI,Jaipur,2012,80000,First,1248.0,74.0,5.0,4.25,22.9,13.0,False,False,True,13,0.3269230769230769
Mahindra XUV500 W6 2WD,Kochi,2017,41290,Second,2179.0,140.0,7.0,10.94,16.0,13.0,False,False,True,8,1.3675
BMW 5 Series 520d Luxury Line,Delhi,2013,65000,First,1995.0,190.0,5.0,21.26,22.48,13.0,False,False,False,12,1.7716666666666667
Toyota Corolla Altis 1.8 G,Bangalore,2016,16471,Second,1798.0,138.03,5.0,11.5,14.28,13.0,False,True,True,9,1.2777777777777777
Hyundai i20 Asta 1.4 CRDi,Pune,2015,54339,Second,1396.0,88.73,5.0,6.0,22.54,13.0,False,False,True,10,0.6
Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,24025,First,1198.0,82.0,6.0,4.1,18.15,13.0,False,True,True,9,0.4555555555555555
Maruti Alto 800 2016-2019 LXI,Kolkata,2013,24027,First,796.0,47.3,5.0,2.01,24.7,13.0,False,True,True,12,0.16749999999999998
Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,59270,First,1172.0,67.0,5.0,2.6,15.7,13.0,False,True,True,15,0.17333333333333334
Maruti Wagon R VXI BS IV,Kolkata,2012,40000,First,998.0,67.1,5.0,2.35,18.9,13.0,False,True,True,13,0.18076923076923077
Mitsubishi Pajero 4X4 LHD,Bangalore,2012,155566,Second,2835.0,118.6,6.0,9.15,9.5,13.0,False,False,True,13,0.7038461538461539
Honda Brio EX MT,Chennai,2013,42320,First,1198.0,86.8,5.0,2.9,19.4,13.0,False,True,True,12,0.24166666666666667
Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,24153,Second,1396.0,88.73,5.0,9.18,22.54,13.0,False,False,True,8,1.1475
Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,27000,First,1591.0,121.3,5.0,11.45,13.0,13.0,False,True,False,9,1.2722222222222221
Honda Amaze S i-VTEC,Kochi,2017,61795,First,1198.0,86.7,5.0,5.53,17.8,13.0,False,True,True,8,0.69125
Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,2016,13500,First,1198.0,82.0,6.0,3.75,18.15,13.0,False,True,True,9,0.4166666666666667
Honda City i-VTEC CVT VX,Pune,2018,4500,First,1497.0,117.3,5.0,12.5,18.0,13.0,False,True,False,7,1.7857142857142858
Mahindra XUV500 AT W10 FWD,Mumbai,2017,23000,First,2179.0,140.0,7.0,15.5,16.0,13.0,False,False,False,8,1.9375
Mercedes-Benz New C-Class 220 CDI AT,Mumbai,2013,80578,Second,2143.0,170.0,5.0,14.5,14.84,13.0,False,False,False,12,1.2083333333333333
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,42646,First,1461.0,108.45,5.0,12.46,19.6,13.0,False,False,False,8,1.5575
Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,30000,Second,1198.0,74.0,5.0,5.25,16.47,13.0,False,True,True,11,0.4772727272727273
BMW 5 Series 520d Sedan,Delhi,2012,90000,First,1497.0,98.6,5.0,14.5,18.48,13.0,False,False,False,13,1.1153846153846154
Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,2009,98000,Second,2987.0,282.0,5.0,25.0,13.5,13.0,False,False,False,16,1.5625
Hyundai Santro GLS II - Euro II,Kochi,2012,66400,First,1497.0,98.6,5.0,2.66,0.0,13.0,False,True,True,13,0.20461538461538462
Jaguar XJ 3.0L Premium Luxury,Hyderabad,2012,50000,First,2993.0,271.23,4.0,45.0,12.9,13.0,False,False,False,13,3.4615384615384617
Maruti Swift VDI,Jaipur,2015,63310,First,1248.0,74.0,5.0,5.1,28.4,13.0,False,False,True,10,0.51
Honda Amaze S i-Dtech,Delhi,2014,66000,First,1498.0,98.6,5.0,3.5,25.8,13.0,False,False,True,11,0.3181818181818182
BMW 3 Series 320d Highline,Ahmedabad,2011,74000,Second,1995.0,181.0,5.0,12.5,16.07,13.0,False,False,False,14,0.8928571428571429
Hyundai Verna 1.4 EX,Hyderabad,2012,93000,First,1396.0,88.7,5.0,5.55,23.5,13.0,False,False,True,13,0.4269230769230769
Toyota Fortuner 4x2 4 Speed AT,Delhi,2015,70000,First,2982.0,169.0,7.0,19.48,11.5,13.0,False,False,False,10,1.948
Maruti Swift VXI,Ahmedabad,2012,48772,First,1197.0,85.8,5.0,3.91,18.6,13.0,False,True,True,13,0.3007692307692308
Chevrolet Beat LS,Chennai,2010,66000,First,1199.0,79.4,5.0,2.19,18.6,13.0,False,True,True,15,0.146
Hyundai Grand i10 Asta Option AT,Coimbatore,2017,27417,First,1197.0,82.0,5.0,6.89,18.9,13.0,False,True,False,8,0.86125
Ford Figo Petrol ZXI,Coimbatore,2011,51593,Second,1196.0,70.0,5.0,3.47,15.6,13.0,False,True,True,14,0.24785714285714286
Maruti Swift VXI BSIII,Pune,2010,75000,First,1298.0,88.2,5.0,2.85,16.1,13.0,False,True,True,15,0.19
Audi A4 35 TDI Premium,Coimbatore,2016,39237,First,1968.0,174.33,5.0,25.64,17.11,13.0,False,False,False,9,2.848888888888889
Honda City V MT,Kochi,2018,11966,First,1497.0,116.3,5.0,10.28,16.8,13.0,False,True,True,7,1.4685714285714284
Honda Jazz V,Hyderabad,2015,37000,First,1199.0,88.7,5.0,6.3,18.2,13.0,False,True,True,10,0.63
Volkswagen Polo 1.5 TDI Highline,Chennai,2014,70920,First,1498.0,88.8,5.0,4.75,20.14,13.0,False,False,True,11,0.4318181818181818
Nissan Terrano XL D Option,Hyderabad,2013,65280,First,1461.0,83.14,5.0,5.8,19.87,13.0,False,False,True,12,0.48333333333333334
Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,2016,62000,First,2179.0,187.7,7.0,44.5,12.51,13.0,False,False,False,9,4.944444444444445
Hyundai i20 Magna Optional 1.2,Kochi,2014,44525,First,1197.0,82.9,5.0,4.65,18.5,13.0,False,True,True,11,0.4227272727272728
Honda City 1.5 E MT,Jaipur,2009,86863,First,1497.0,118.0,5.0,3.6,17.0,13.0,False,True,True,16,0.225
Mahindra XUV500 W10 AWD,Hyderabad,2015,102626,First,2179.0,140.0,7.0,12.25,16.0,13.0,False,False,True,10,1.225
Jeep Compass 2.0 Limited Option 4X4,Jaipur,2017,45000,First,1956.0,170.0,5.0,20.0,16.3,13.0,False,False,True,8,2.5
Mahindra XUV500 W10 AWD,Jaipur,2017,22000,First,2179.0,140.0,7.0,16.0,16.0,13.0,False,False,True,8,2.0
